assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_000024625.1,PRJNA33047,SAMN02598493,na,representative genome,579137,73913,Methanocaldococcus vulcanius M7,strain=M7,na,latest,Complete Genome,Major,Full,15/10/2009,ASM2462v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000024625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/625/GCA_000024625.1_ASM2462v1,na,assembly from type material,na,haploid,archaea,1761737,1761737,31.5,3,3,3,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/24/16,1808,1742,43,na,80,75.97,0.10419,0.0686,0.04224,0.00717,0.03809,0.08404,0.09427,0.05306,0.05376,0.05495,0.01325,0.01511,0.06408,0.01496,0.10374,0.02216,0.04166,0.03426,0.04782,0.04257,0,0,0,2.00E-05,0,0,0
GCA_000063445.1,PRJNA19641,SAMEA3138262,na,representative genome,351160,1175445,Methanocella arvoryzae MRE50,strain=MRE50,na,latest,Complete Genome,Major,Full,12/10/2006,ASM6344v1,Max Planck Institute,GCF_000063445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/445/GCA_000063445.1_ASM6344v1,na,assembly from type material,na,haploid,archaea,3179916,3179916,54.5,1,1,1,Max Planck Institute,Annotation submitted by Max Planck Institute,02/28/15,3124,3085,21,16857943,45,41.49,0.07181,0.07583,0.03594,0.00943,0.05451,0.06182,0.09246,0.08697,0.03434,0.05567,0.01302,0.0271,0.07797,0.01762,0.05578,0.02968,0.03666,0.04558,0.06154,0.05625,0,0,0,0,0,0,0
GCA_000251105.1,PRJNA73221,SAMN02603117,na,representative genome,1041930,1175444,Methanocella conradii HZ254,strain=HZ254,na,latest,Complete Genome,Major,Full,07/03/2012,ASM25110v1,China Agricultural University,GCF_000251105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/105/GCA_000251105.1_ASM25110v1,na,assembly from type material,na,haploid,archaea,2378438,2378438,52.5,1,1,1,China Agricultural University,Annotation submitted by China Agricultural University,10/27/15,2573,2455,57,22493204;25727385;22530002,50,48.77,0.07181,0.07755,0.03693,0.00943,0.05578,0.065,0.09308,0.08766,0.0342,0.05483,0.01313,0.02192,0.07982,0.01698,0.06033,0.03196,0.03696,0.04315,0.06178,0.0477,0,0,0,0,0,0,0
GCA_000011005.1,PRJDA20361,SAMD00060931,na,representative genome,304371,570267,Methanocella paludicola SANAE,strain=SANAE,na,latest,Complete Genome,Major,Full,25/12/2009,ASM1100v1,NITE,GCF_000011005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/005/GCA_000011005.1_ASM1100v1,na,assembly from type material,na,haploid,archaea,2957635,2957635,54.5,1,1,1,NITE,Annotation submitted by NITE,10/07/2016,3062,3004,58,17483259;18398197,37,39.79,0.07061,0.07685,0.03642,0.00957,0.0525,0.06217,0.09187,0.08556,0.03585,0.05776,0.01256,0.0236,0.0795,0.01729,0.06141,0.03159,0.03747,0.04459,0.06074,0.05207,0,0,0,0,0,0,0
GCA_000013725.1,PRJNA9634,SAMN02598545,na,representative genome,259564,29291,Methanococcoides burtonii DSM 6242,strain=DSM 6242,na,latest,Complete Genome,Major,Full,10/04/2006,ASM1372v1,DOE Joint Genome Institute,GCF_000013725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/725/GCA_000013725.1_ASM1372v1,na,assembly from type material,na,haploid,archaea,2575032,2575032,40.5,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,2500,2272,66,na,21,43.37,0.08437,0.07289,0.03382,0.00872,0.04165,0.07314,0.08922,0.06777,0.04591,0.06327,0.012,0.02452,0.07068,0.01949,0.06451,0.03009,0.04016,0.03621,0.06729,0.0543,0,0,0,0,0,0,0
GCA_000970325.1,PRJNA230935,SAMN03074571,na,na,1434104,2226,Methanococcoides methylutens MM1,strain=MM1,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97032v1,University of Illinois at Urbana-Champaign,GCF_000970325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/325/GCA_000970325.1_ASM97032v1,na,na,na,haploid,archaea,2394636,2394636,44,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,2267,2203,60,na,28,46.47,0.08008,0.07497,0.03285,0.00849,0.04291,0.07932,0.08849,0.07213,0.04133,0.06439,0.01208,0.02421,0.07304,0.0187,0.0604,0.03037,0.03937,0.03824,0.06552,0.05308,0,0,1.00E-05,0,0,0,0
GCA_025449255.1,PRJNA622823,SAMN30825808,na,na,42879,42879,Methanococcus aeolicus,strain=PL15/HP,na,latest,Complete Genome,Major,Full,28/09/2022,ASM2544925v1,NEB,GCF_025449255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/449/255/GCA_025449255.1_ASM2544925v1,na,na,na,haploid,archaea,1677738,1677738,29.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/22/22,1664,1595,49,na,38,47.58,0.10775,0.06027,0.0421,0.00643,0.02966,0.07459,0.08752,0.05304,0.07109,0.05615,0.0142,0.01793,0.06594,0.01583,0.09735,0.0259,0.03758,0.03443,0.0544,0.04781,0,0,0,2.00E-05,0,0,0
GCA_000017185.1,PRJNA18641,SAMN00623051,na,representative genome,419665,42879,Methanococcus aeolicus Nankai-3,strain=Nankai-3,na,latest,Complete Genome,Major,Full,29/06/2007,ASM1718v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000017185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/185/GCA_000017185.1_ASM1718v1,na,assembly from type material,na,haploid,archaea,1569500,1569500,30,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),12/11/2013,1552,1490,43,na,38,47.36,0.10824,0.06085,0.04146,0.00615,0.02965,0.07487,0.08685,0.05399,0.07059,0.05635,0.01422,0.01777,0.06678,0.01598,0.09604,0.02629,0.03665,0.03467,0.05427,0.04831,0,0,0,1.00E-05,0,0,0
GCA_010706455.1,PRJNA557089,SAMN12565415,na,na,2209,2209,Methanosarcina mazei,strain=zm-15,na,latest,Complete Genome,Major,Full,18/02/2020,ASM1070645v1,Peking University,GCF_010706455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/706/455/GCA_010706455.1_ASM1070645v1,na,na,na,haploid,archaea,4323149,4323149,41,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/14/19,3612,3347,68,31876088,37,51.47,0.07661,0.06844,0.03536,0.00945,0.04658,0.08179,0.09423,0.0701,0.044,0.05283,0.01242,0.02491,0.07184,0.01664,0.06841,0.02438,0.04306,0.03987,0.06792,0.05118,0,0,0,0,0,0,0
GCA_000970245.1,PRJNA230945,SAMN03074581,na,na,1434113,2209,Methanosarcina mazei C16,strain=C16,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97024v1,University of Illinois at Urbana-Champaign,GCF_000970245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/245/GCA_000970245.1_ASM97024v1,na,assembly from synonym type material,na,haploid,archaea,4166241,4166241,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3437,3371,65,na,37,50.61,0.07628,0.06846,0.03531,0.00942,0.04661,0.08179,0.09366,0.0707,0.04363,0.05251,0.01251,0.02473,0.07288,0.01669,0.06795,0.02468,0.04289,0.04037,0.06767,0.05125,0,0,1.00E-05,0,0,0,0
GCA_000970165.1,PRJNA230950,SAMN03074586,na,na,1434117,2209,Methanosarcina mazei WWM610,strain=WWM610,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97016v1,University of Illinois at Urbana-Champaign,GCF_000970165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/165/GCA_000970165.1_ASM97016v1,na,na,na,haploid,archaea,4096482,4096482,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3343,3278,64,na,37,50.83,0.07638,0.06873,0.03513,0.00928,0.04637,0.0821,0.09378,0.07105,0.04359,0.05264,0.01237,0.02474,0.07274,0.01649,0.06785,0.0248,0.0428,0.04012,0.06761,0.05143,0,0,1.00E-05,0,0,0,0
GCA_000017165.1,PRJNA17889,SAMN02598403,na,representative genome,406327,2187,Methanococcus vannielii SB,strain=SB,na,latest,Complete Genome,Major,Full,29/06/2007,ASM1716v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000017165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/165/GCA_000017165.1_ASM1716v1,na,assembly from type material,na,haploid,archaea,1720048,1720048,31,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),01/28/14,1752,1678,48,na,36,53.27,0.09917,0.06678,0.03851,0.00601,0.03193,0.07938,0.09259,0.05257,0.05989,0.05222,0.013,0.01826,0.06575,0.01528,0.09408,0.02453,0.04349,0.03355,0.06445,0.04855,0,0,0,1.00E-05,0,0,0
GCA_000015765.1,PRJNA18109,SAMN00623052,na,representative genome,410358,83984,Methanocorpusculum labreanum Z,strain=Z,na,latest,Complete Genome,Major,Full,01/02/2007,ASM1576v1,DOE Joint Genome Institute,GCF_000015765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1,na,assembly from type material,na,haploid,archaea,1804962,1804962,50,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,12/11/2013,1819,1739,54,21304657,37,40.05,0.07631,0.07476,0.03416,0.00924,0.04678,0.06699,0.09203,0.08524,0.03562,0.05526,0.01508,0.02512,0.07769,0.01835,0.05504,0.02865,0.0393,0.04434,0.0603,0.05976,0,0,0,0,0,0,0
GCA_900079125.1,PRJEB13327,SAMEA3921042,na,na,83986,83986,Methanoculleus bourgensis,na,BA1,latest,Complete Genome,Major,Full,05/05/2016,MBBA,CEBITEC,GCF_900079125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/125/GCA_900079125.1_MBBA,contaminated,na,na,haploid,archaea,2551189,2551189,60.5,1,1,1,CEBITEC,Annotation submitted by CEBITEC,05/05/2016,2576,2528,48,na,37,61.13,0.06393,0.08287,0.03052,0.01024,0.07128,0.06967,0.09425,0.09971,0.02669,0.05713,0.013,0.02473,0.08478,0.01966,0.03365,0.02443,0.03572,0.05073,0.05109,0.0559,0,0,0,0,0,0,0
GCA_019669965.1,PRJDB8303,SAMD00171896,na,representative genome,118126,118126,Methanoculleus chikugoensis,strain=MG62,na,latest,Complete Genome,Major,Full,02/06/2021,ASM1966996v1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",GCF_019669965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/965/GCA_019669965.1_ASM1966996v1,na,assembly from type material,na,haploid,archaea,2622259,2622259,61.5,1,1,1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University","Annotation submitted by Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",06/02/2021,2624,2575,49,na,28,59.92,0.06266,0.08269,0.03021,0.01013,0.07047,0.07098,0.09434,0.10269,0.02738,0.0567,0.01264,0.02355,0.08522,0.0192,0.03393,0.02428,0.03629,0.04996,0.05094,0.05576,0,0,0,0,0,0,0
GCA_000015825.1,PRJNA16330,SAMN02598365,na,representative genome,368407,2198,Methanoculleus marisnigri JR1,strain=JR1,na,latest,Complete Genome,Major,Full,16/02/2007,ASM1582v1,DOE Joint Genome Institute,GCF_000015825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/825/GCA_000015825.1_ASM1582v1,na,assembly from type material,na,haploid,archaea,2478101,2478101,62,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,2555,2489,49,21304656,34,60.28,0.06147,0.08347,0.03031,0.01005,0.07016,0.07175,0.09464,0.10175,0.02723,0.05734,0.01304,0.02342,0.0851,0.0197,0.03359,0.0242,0.0364,0.04995,0.05098,0.05544,0,0,0,0,1.00E-05,0,0
GCA_026684035.1,PRJNA905568,SAMN31875339,na,representative genome,2199,2199,Methanogenium organophilum,strain=DSM 3596,na,latest,Complete Genome,Major,Full,06/12/2022,ASM2668403v1,National Chung Hsing University,GCF_026684035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/684/035/GCA_026684035.1_ASM2668403v1,na,assembly from type material,na,haploid,archaea,2648164,2648164,49.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/30/22,2596,2510,62,na,30,43.05,0.07595,0.07485,0.03347,0.01022,0.05244,0.07012,0.08643,0.08565,0.03461,0.05888,0.01466,0.02605,0.08058,0.01959,0.04153,0.02737,0.03876,0.04592,0.06004,0.06287,0,0,0,0,0,0,0
GCA_000196655.1,PRJNA37945,SAMN00015125,na,representative genome,644295,2322,Methanohalobium evestigatum Z-7303,strain=Z-7303,na,latest,Complete Genome,Major,Full,15/06/2010,ASM19665v1,US DOE Joint Genome Institute,GCF_000196655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/655/GCA_000196655.1_ASM19665v1,na,assembly from type material,na,haploid,archaea,2406232,2406232,36,2,2,2,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,07/20/15,2437,2254,59,na,50,37.72,0.08446,0.06912,0.03935,0.0085,0.03815,0.07357,0.08464,0.05656,0.05925,0.06478,0.0114,0.02799,0.06723,0.0183,0.07253,0.02526,0.03864,0.03598,0.06936,0.05492,0,0,1.00E-05,0,0,0,0
GCA_001889405.1,PRJNA342410,SAMN05756399,na,representative genome,2177,2177,Methanohalophilus halophilus,strain=Z-7982,na,latest,Complete Genome,Major,Full,06/12/2016,ASM188940v1,UBO,GCF_001889405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/405/GCA_001889405.1_ASM188940v1,na,assembly from type material,na,haploid,archaea,2022959,2022959,42,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,11/01/2016,2050,1981,54,na,30,42.78,0.08053,0.07123,0.03432,0.00852,0.04385,0.07656,0.08817,0.07086,0.04504,0.06219,0.01273,0.02772,0.07368,0.01929,0.0614,0.02905,0.03819,0.03906,0.06461,0.053,0,0,0,0,0,0,0
GCA_029633915.1,PRJNA798152,SAMN25047802,na,na,487686,487686,Methanomicrobium antiquum,strain=DSM 21220,na,latest,Complete Genome,Major,Full,10/04/2023,ASM2963391v1,National Chung Hsing University,GCF_029633915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/633/915/GCA_029633915.1_ASM2963391v1,na,assembly from type material,na,haploid,archaea,2438126,2438126,37.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/18/22,2373,2296,64,na,35,42.22,0.08819,0.06573,0.03576,0.0086,0.04102,0.0744,0.08888,0.06648,0.04544,0.05907,0.01413,0.02217,0.07067,0.01584,0.07287,0.02534,0.04488,0.03817,0.07176,0.05059,0,0,0,0,0,0,0
GCA_024662215.1,PRJNA801442,SAMN25349865,na,representative genome,33865,33865,Methanoplanus endosymbiosus,strain=DSM 3599,na,latest,Complete Genome,Major,Full,15/08/2022,ASM2466221v1,National Chung Hsing University,GCF_024662215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/662/215/GCA_024662215.1_ASM2466221v1,na,assembly from type material,na,haploid,archaea,3163021,3163021,42,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/21/22,2924,2822,77,na,30,42.27,0.08391,0.06523,0.03711,0.00914,0.04653,0.07611,0.0846,0.06812,0.04641,0.06234,0.01321,0.02192,0.07523,0.01645,0.06348,0.025,0.04125,0.03934,0.0715,0.05312,0,0,0,0,0,0,0
GCA_000007185.1,PRJNA294,SAMN02603235,na,representative genome,190192,2320,Methanopyrus kandleri AV19,strain=AV19,na,latest,Complete Genome,Major,Full,03/04/2002,ASM718v1,Fidelity Systems,GCF_000007185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/185/GCA_000007185.1_ASM718v1,na,assembly from type material,na,haploid,archaea,1694969,1694969,61,1,1,1,Fidelity Systems,Annotation submitted by Fidelity Systems,01/30/14,1729,1687,38,11930014,98,112.44,0.04827,0.10441,0.0282,0.01239,0.08346,0.09999,0.10082,0.08343,0.01916,0.05798,0.01319,0.01408,0.08053,0.01931,0.04023,0.01901,0.02874,0.05464,0.04622,0.04595,0,0,0,1.00E-05,0,0,0
GCA_000017625.1,PRJNA18505,SAMN02598409,na,representative genome,456442,358766,Methanoregula boonei 6A8,strain=6A8,na,latest,Complete Genome,Major,Full,26/07/2007,ASM1762v1,US DOE Joint Genome Institute,GCF_000017625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/625/GCA_000017625.1_ASM1762v1,na,assembly from type material,na,haploid,archaea,2542943,2542943,54.5,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,08/25/17,2513,2450,49,na,28,34.86,0.0719,0.07502,0.03006,0.00979,0.05541,0.06061,0.09193,0.09464,0.03334,0.05283,0.0136,0.0293,0.07979,0.01997,0.04743,0.02449,0.03917,0.04942,0.05957,0.06172,0,0,0,0,0,0,0
GCA_000327485.1,PRJNA63567,SAMN02232038,na,representative genome,593750,882104,Methanoregula formicica SMSP,strain=SMSP,na,latest,Complete Genome,Major,Full,21/12/2012,ASM32748v1,DOE Joint Genome Institute,GCF_000327485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/485/GCA_000327485.1_ASM32748v1,na,assembly from type material,na,haploid,archaea,2820858,2820858,55,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,08/31/17,2924,2816,54,25189582,30,37.97,0.07246,0.07468,0.03061,0.0105,0.05709,0.0618,0.0909,0.08927,0.03312,0.05458,0.01366,0.02857,0.07724,0.02017,0.05051,0.02587,0.03978,0.04873,0.05966,0.06078,0,0,0,0,0,0,0
GCA_000217995.1,PRJNA40771,SAMN02232039,na,representative genome,679901,39669,Methanosalsum zhilinae DSM 4017,strain=DSM 4017,na,latest,Complete Genome,Major,Full,13/06/2011,ASM21799v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000217995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/995/GCA_000217995.1_ASM21799v1,na,assembly from type material,na,haploid,archaea,2138444,2138444,39,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),06/25/15,2086,1976,61,na,41,48.5,0.09019,0.06859,0.03484,0.00871,0.04734,0.07388,0.08574,0.06514,0.04591,0.06318,0.01239,0.02675,0.06947,0.02017,0.06212,0.02923,0.0384,0.03787,0.06925,0.05083,0,0,1.00E-05,0,0,0,0
GCA_000007345.1,PRJNA290,SAMN03081414,na,representative genome,188937,2214,Methanosarcina acetivorans C2A,strain=C2A,na,latest,Complete Genome,Major,Full,03/04/2002,ASM734v1,Broad Institute,GCF_000007345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/345/GCA_000007345.1_ASM734v1,na,assembly from type material,na,haploid,archaea,5751492,5751492,42.5,1,1,1,Broad Institute,Annotation submitted by Broad Institute,05/06/2022,4662,4540,10,11932238,37,47.42,0.07357,0.06821,0.03727,0.01056,0.04485,0.07973,0.09394,0.06879,0.04481,0.05336,0.01258,0.02547,0.07236,0.01673,0.06552,0.02455,0.04443,0.03993,0.06901,0.05433,0,0,0,0,1.00E-05,0,0
GCA_001027005.1,PRJNA49587,SAMN02866457,na,na,796385,2208,Methanosarcina barkeri CM1,strain=CM1,na,latest,Complete Genome,Major,Full,03/06/2015,ASM102700v1,PGgRc,GCF_001027005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/005/GCA_001027005.1_ASM102700v1,na,na,na,haploid,archaea,4501171,4501171,39,1,1,1,PGgRc,Annotation submitted by PGgRc,09/30/15,3655,3523,69,26413197,35,45.35,0.07774,0.06812,0.03582,0.00975,0.04281,0.07733,0.09434,0.06858,0.04733,0.05217,0.0127,0.02593,0.07,0.01674,0.07186,0.02435,0.04275,0.03916,0.06888,0.05362,0,0,1.00E-05,0,0,0,0
GCA_000970065.1,PRJNA230937,SAMN03074573,na,representative genome,1434106,2208,Methanosarcina barkeri 227,strain=227,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97006v1,University of Illinois at Urbana-Champaign,GCF_000970065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/065/GCA_000970065.1_ASM97006v1,na,na,na,haploid,archaea,4487566,4487566,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3537,3469,65,na,35,45.05,0.07724,0.06828,0.03552,0.00984,0.04278,0.07772,0.09422,0.06907,0.04715,0.05248,0.01243,0.02601,0.07074,0.01661,0.07136,0.02415,0.04239,0.03934,0.06889,0.05378,0,0,0,0,0,0,0
GCA_000970305.1,PRJNA230938,SAMN03074574,na,na,1434107,2208,Methanosarcina barkeri 3,strain=3,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97030v1,University of Illinois at Urbana-Champaign,GCF_000970305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/305/GCA_000970305.1_ASM97030v1,na,na,na,haploid,archaea,4560446,4560446,39,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3546,3475,69,na,35,45.22,0.07753,0.06902,0.03554,0.00976,0.04292,0.07717,0.09385,0.06872,0.04706,0.05176,0.01223,0.02578,0.07149,0.01631,0.0697,0.02405,0.04287,0.03939,0.06995,0.05489,0,0,1.00E-05,0,0,0,0
GCA_000970025.1,PRJNA230939,SAMN03074575,na,na,1434108,2208,Methanosarcina barkeri MS,strain=MS,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97002v1,University of Illinois at Urbana-Champaign,GCF_000970025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/025/GCA_000970025.1_ASM97002v1,na,assembly from type material,na,haploid,archaea,4574907,4574907,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3585,3518,64,na,35,45.03,0.07729,0.06841,0.03573,0.01,0.04301,0.0774,0.09374,0.06896,0.04728,0.0528,0.01247,0.026,0.07048,0.01679,0.07133,0.02409,0.04243,0.03925,0.06854,0.05398,0,0,1.00E-05,0,0,0,0
GCA_000969985.1,PRJNA230940,SAMN03074576,na,na,1434109,2208,Methanosarcina barkeri str. Wiesmoor,strain=Wiesmoor,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96998v1,University of Illinois at Urbana-Champaign,GCF_000969985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/985/GCA_000969985.1_ASM96998v1,na,na,na,haploid,archaea,4907186,4907186,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3815,3745,67,na,35,44.58,0.07739,0.06798,0.03639,0.01035,0.0423,0.07688,0.0938,0.06833,0.04813,0.05203,0.0123,0.02591,0.07054,0.01647,0.07073,0.02389,0.0429,0.03934,0.06969,0.05462,0,0,1.00E-05,0,0,0,0
GCA_001304615.2,PRJNA295508,SAMN04074913,na,representative genome,1715806,1715806,Methanosarcina flavescens,strain=E03.2,na,latest,Complete Genome,Major,Full,16/10/2018,ASM130461v2,BioPara,GCF_001304615.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/615/GCA_001304615.2_ASM130461v2,na,assembly from type material,na,haploid,archaea,3283688,3283688,41,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/03/2018,2887,2677,60,26763977,45,54.28,0.07834,0.06838,0.03474,0.00915,0.04842,0.08041,0.09602,0.07244,0.04278,0.0516,0.01248,0.02537,0.07173,0.01664,0.06678,0.02419,0.04243,0.0409,0.06611,0.05109,0,0,0,0,0,0,0
GCA_000970285.1,PRJNA230942,SAMN03074578,na,representative genome,1434110,418008,Methanosarcina horonobensis HB-1 = JCM 15518,strain=HB-1,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97028v1,University of Illinois at Urbana-Champaign,GCF_000970285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/285/GCA_000970285.1_ASM97028v1,na,assembly from type material,na,haploid,archaea,5018607,5018607,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,4161,4095,64,na,37,50.44,0.07642,0.06838,0.03571,0.00996,0.04556,0.08008,0.09524,0.07021,0.04424,0.05228,0.01201,0.02575,0.07225,0.01647,0.06669,0.02473,0.04314,0.03917,0.06868,0.05303,0,0,0,0,0,0,0
GCA_000970265.1,PRJNA230943,SAMN03074579,na,representative genome,1434111,170861,Methanosarcina lacustris Z-7289,strain=Z-7289,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97026v1,University of Illinois at Urbana-Champaign,GCF_000970265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/265/GCA_000970265.1_ASM97026v1,na,na,na,haploid,archaea,4139808,4139808,41.5,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3287,3222,63,na,23,47.68,0.07541,0.0686,0.03479,0.00919,0.04571,0.07906,0.09565,0.07014,0.04392,0.05173,0.0128,0.02589,0.07196,0.01716,0.07169,0.02511,0.04357,0.03951,0.06626,0.05186,0,0,1.00E-05,0,0,0,0
