assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_001266655.1,PRJNA289697,SAMN03857118,na,na,43687,43687,Metallosphaera sedula,strain=ARS50-1,na,latest,Complete Genome,Major,Full,12/08/2015,ASM126665v1,University of Nebraska-Lincoln,GCF_001266655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/266/655/GCA_001266655.1_ASM126665v1,na,na,na,haploid,archaea,2191533,2191533,46,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/20/15,2354,2244,48,26430052,67,77.56,0.07233,0.08671,0.03924,0.01048,0.05627,0.06952,0.10575,0.06213,0.0379,0.0471,0.00609,0.0236,0.07487,0.01425,0.06095,0.02665,0.04173,0.04351,0.07081,0.05013,0,0,0,0,0,0,0
GCA_001266735.1,PRJNA290374,SAMN03890864,na,na,43687,43687,Metallosphaera sedula,strain=SARC-M1,na,latest,Complete Genome,Major,Full,12/08/2015,ASM126673v1,University of Nebraska-Lincoln,GCF_001266735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/266/735/GCA_001266735.1_ASM126673v1,na,na,na,haploid,archaea,2191533,2191533,46,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/28/15,2359,2250,48,na,67,77.58,0.07236,0.08671,0.03923,0.01048,0.05626,0.06952,0.10577,0.06218,0.03787,0.04711,0.00609,0.02359,0.07488,0.01426,0.06094,0.02667,0.04174,0.04349,0.07077,0.05011,0,0,0,0,0,0,0
GCA_001266695.1,PRJNA289698,SAMN03857129,na,na,43687,43687,Metallosphaera sedula,strain=ARS120-1,na,latest,Complete Genome,Major,Full,12/08/2015,ASM126669v1,University of Nebraska-Lincoln,GCF_001266695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/266/695/GCA_001266695.1_ASM126669v1,na,na,na,haploid,archaea,2191531,2191531,46,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/20/15,2354,2245,48,26430052,67,77.57,0.07233,0.08671,0.03924,0.01047,0.05628,0.06952,0.10575,0.06213,0.0379,0.04709,0.00609,0.0236,0.07487,0.01425,0.06094,0.02664,0.04173,0.04352,0.0708,0.05012,0,0,0,0,0,0,0
GCA_001266715.1,PRJNA289699,SAMN03857133,na,na,43687,43687,Metallosphaera sedula,strain=ARS120-2,na,latest,Complete Genome,Major,Full,12/08/2015,ASM126671v1,University of Nebraska-Lincoln,GCF_001266715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/266/715/GCA_001266715.1_ASM126671v1,na,na,na,haploid,archaea,2191533,2191533,46,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/20/15,2355,2245,48,26430052,67,77.57,0.07233,0.08671,0.03924,0.01047,0.05628,0.06952,0.10575,0.06213,0.0379,0.0471,0.00609,0.0236,0.07487,0.01425,0.06094,0.02664,0.04173,0.04352,0.0708,0.05012,0,0,0,0,0,0,0
GCA_001266675.1,PRJNA289701,SAMN03857124,na,na,43687,43687,Metallosphaera sedula,strain=ARS50-2,na,latest,Complete Genome,Major,Full,12/08/2015,ASM126667v1,University of Nebraska-Lincoln,GCF_001266675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/266/675/GCA_001266675.1_ASM126667v1,na,na,na,haploid,archaea,2191529,2191529,46,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/20/15,2357,2246,49,26430052,67,77.57,0.07233,0.08672,0.03924,0.01047,0.05629,0.06952,0.10574,0.06213,0.03789,0.0471,0.00608,0.0236,0.07488,0.01425,0.06094,0.02664,0.04172,0.04352,0.0708,0.05013,0,0,0,0,0,0,0
GCA_023169565.1,PRJDB8408,SAMD00173596,na,na,43687,43687,Metallosphaera sedula,strain=MJ1HA,na,latest,Complete Genome,Major,Full,22/02/2022,ASM2316956v1,RIKEN,GCF_023169565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/169/565/GCA_023169565.1_ASM2316956v1,na,na,na,haploid,archaea,2283739,2283739,46,1,1,1,RIKEN,Annotation submitted by RIKEN,02/23/22,2625,2574,51,35993221,67,78.1,0.07205,0.08637,0.03968,0.01054,0.05636,0.06951,0.10635,0.06113,0.03833,0.04707,0.00615,0.02401,0.07367,0.0143,0.0614,0.02636,0.04202,0.04326,0.071,0.05042,0,0,0,0,0,0,0
GCA_000016605.1,PRJNA17447,SAMN02598389,na,na,399549,43687,Metallosphaera sedula DSM 5348,strain=DSM 5348,na,latest,Complete Genome,Major,Full,25/04/2007,ASM1660v1,US DOE Joint Genome Institute,GCF_000016605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/605/GCA_000016605.1_ASM1660v1,unverified source organism; not used as type,na,na,haploid,archaea,2191517,2191517,46,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,01/28/14,2341,2256,42,18083856,67,77.3,0.07217,0.08684,0.03942,0.01045,0.05612,0.0693,0.10573,0.06192,0.03812,0.04703,0.0062,0.02372,0.07477,0.01426,0.06072,0.02663,0.04169,0.04359,0.07099,0.05031,0,0,0,0,0,0,0
GCA_900095295.1,PRJEB14599,SAMEA4378819,na,representative genome,118062,118062,Methanobacterium congolense,na,Buetzberg,latest,Complete Genome,Major,Full,08/09/2016,MCBB,CEBITEC,GCF_900095295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB,na,na,na,haploid,archaea,2469575,2469575,38,2,2,2,CEBITEC,Annotation submitted by CEBITEC,12/08/2016,2398,2345,53,na,37,45.18,0.08057,0.07554,0.03497,0.00872,0.03949,0.075,0.09145,0.06488,0.04756,0.05653,0.01196,0.02339,0.07231,0.01755,0.07427,0.02928,0.04183,0.03746,0.06309,0.05414,0,0,0,0,0,0,0
GCA_030296715.1,PRJDB15044,SAMD00582126,na,na,710191,710191,Methanobacterium ferruginis,strain=NBRC 105197,na,latest,Complete Genome,Major,Full,24/03/2023,ASM3029671v1,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),GCF_030296715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/296/715/GCA_030296715.1_ASM3029671v1,na,assembly from type material,na,haploid,archaea,2803797,2803797,37,1,1,1,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),03/24/23,2979,2931,48,30832757,37,45.05,0.08493,0.06939,0.03615,0.00933,0.03739,0.07317,0.09523,0.06248,0.04988,0.05667,0.01125,0.02974,0.07013,0.01833,0.06967,0.02816,0.04089,0.03883,0.06223,0.05614,0,0,0,0,0,0,0
GCA_000762265.1,PRJNA49593,SAMN03085433,na,na,2162,2162,Methanobacterium formicicum,strain=BRM9,na,latest,Complete Genome,Major,Full,02/10/2014,ASM76226v1,PGgRc,GCF_000762265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/762/265/GCA_000762265.1_ASM76226v1,na,na,na,haploid,archaea,2449987,2449987,41,1,1,1,PGgRc,Annotation submitted by PGgRc,10/02/2014,2418,2352,52,na,37,47.57,0.08155,0.0717,0.03455,0.00872,0.04087,0.07412,0.09677,0.06463,0.0465,0.05547,0.01138,0.03182,0.072,0.01878,0.06789,0.02779,0.03974,0.04028,0.06107,0.05435,0,0,0,0,0,0,0
GCA_000953115.1,PRJEB7090,SAMEA2724982,na,na,2162,2162,Methanobacterium formicicum,na,na,latest,Complete Genome,Major,Full,10/09/2014,DSM1535,CEBITEC,GCF_000953115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/115/GCA_000953115.1_DSM1535,contaminated,na,na,haploid,archaea,2478074,2478074,41,1,1,1,CEBITEC,Annotation submitted by CEBITEC,06/28/20,2459,2409,50,na,37,47.24,0.08142,0.07176,0.03477,0.00889,0.04076,0.0739,0.09645,0.06419,0.04673,0.05562,0.01121,0.03157,0.07197,0.01871,0.06816,0.02761,0.03985,0.04048,0.0611,0.05487,0,0,0,0,0,0,0
GCA_001458655.1,PRJEB7298,SAMEA2779801,na,representative genome,2162,2162,Methanobacterium formicicum,na,Mb9,latest,Complete Genome,Major,Full,16/11/2015,Mb9,CEBITEC,GCF_001458655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/458/655/GCA_001458655.1_Mb9,na,na,na,haploid,archaea,2494510,2494510,41,1,1,1,CEBITEC,Annotation submitted by CEBITEC,11/16/15,2465,2416,49,na,37,47.93,0.08206,0.07151,0.03502,0.00872,0.04058,0.07374,0.09705,0.06381,0.04729,0.05551,0.01134,0.03153,0.0717,0.01863,0.068,0.0277,0.04019,0.04002,0.0613,0.05427,0,0,0,0,0,0,0
GCA_000191585.1,PRJNA53495,SAMN02232037,na,representative genome,877455,877455,Methanobacterium lacus,strain=AL-21,na,latest,Complete Genome,Major,Full,07/03/2011,ASM19158v1,US DOE Joint Genome Institute,GCF_000191585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/585/GCA_000191585.1_ASM19158v1,na,na,na,haploid,archaea,2583753,2583753,35.5,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,06/08/2015,2584,2493,51,24449792,30,39.07,0.08915,0.07175,0.03602,0.00794,0.03383,0.06956,0.09097,0.06074,0.05752,0.05601,0.01125,0.02487,0.06996,0.01691,0.07483,0.02769,0.04145,0.03631,0.06547,0.05776,0,0,0,0,0,0,0
GCA_000214725.1,PRJNA53561,SAMN00713630,na,representative genome,868131,868131,Methanobacterium paludis,strain=SWAN1,na,latest,Complete Genome,Major,Full,24/05/2011,ASM21472v1,US DOE Joint Genome Institute,GCF_000214725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/725/GCA_000214725.1_ASM21472v1,na,assembly from type material,na,haploid,archaea,2546541,2546541,35.5,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,05/29/14,2500,2397,58,24449792,28,40.64,0.0872,0.07337,0.0337,0.00848,0.03642,0.07179,0.08993,0.06427,0.05133,0.05664,0.01212,0.02342,0.07187,0.01698,0.07887,0.02809,0.04171,0.03696,0.0622,0.05465,0,0,0,0,0,0,0
GCA_030296735.1,PRJDB15044,SAMD00582127,na,na,710190,710190,Methanobacterium petrolearium,strain=NBRC 105198,na,latest,Complete Genome,Major,Full,24/03/2023,ASM3029673v1,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/296/735/GCA_030296735.1_ASM3029673v1,contaminated; not used as type,na,na,haploid,archaea,2532033,2532033,37.5,2,2,2,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),03/24/23,2842,2798,44,30832757,35,42.97,0.08484,0.07034,0.03536,0.00894,0.03788,0.07259,0.09344,0.06182,0.05011,0.05733,0.01173,0.02963,0.07038,0.01878,0.0713,0.02861,0.04035,0.03921,0.06141,0.05594,0,0,0,0,0,0,0
GCA_002813655.1,PRJNA349209,SAMN05928840,na,na,59277,59277,Methanobacterium subterraneum,strain=MO-MB1,na,latest,Complete Genome,Major,Full,07/12/2017,ASM281365v1,Japan Agency for Marine-Earth Science and technology,GCF_002813655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/655/GCA_002813655.1_ASM281365v1,na,na,na,haploid,archaea,2506225,2506225,39,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/21/16,2415,2284,50,na,37,46.54,0.08432,0.07017,0.03469,0.00875,0.04022,0.07398,0.09505,0.06263,0.0487,0.05674,0.01124,0.03063,0.07129,0.01885,0.06933,0.02818,0.04003,0.03991,0.06117,0.05411,0,0,0,0,0,0,0
GCA_002813695.1,PRJNA349209,SAMN05928842,na,representative genome,59277,59277,Methanobacterium subterraneum,strain=A8p,na,latest,Complete Genome,Major,Full,07/12/2017,ASM281369v1,Japan Agency for Marine-Earth Science and technology,GCF_002813695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/695/GCA_002813695.1_ASM281369v1,na,assembly from type material,na,haploid,archaea,2515817,2515817,39,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/21/16,2437,2347,51,na,37,46.77,0.08402,0.06965,0.0347,0.00887,0.0406,0.07452,0.09508,0.06223,0.04822,0.05699,0.01136,0.0305,0.07105,0.01911,0.06985,0.02813,0.04055,0.03977,0.06093,0.05388,0,0,0,0,0,0,0
GCA_027555045.1,PRJNA674001,SAMN16605913,na,na,145262,145262,Methanothermobacter thermautotrophicus,strain=Z-245,na,latest,Complete Genome,Major,Full,03/01/2023,ASM2755504v1,University of Tuebingen,GCF_027555045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/555/045/GCA_027555045.1_ASM2755504v1,na,na,na,haploid,archaea,1769813,1769813,49,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/09/2020,1852,1775,48,na,60,76.38,0.0772,0.07714,0.03209,0.00817,0.06801,0.08207,0.09435,0.07407,0.03301,0.05941,0.01191,0.01878,0.07985,0.01842,0.04576,0.02974,0.03636,0.04273,0.06106,0.04986,0,0,0,0,0,0,0
GCA_027554905.1,PRJNA674001,SAMN16604535,na,representative genome,145262,145262,Methanothermobacter thermautotrophicus,strain=Delta H,na,latest,Complete Genome,Major,Full,03/01/2023,ASM2755490v1,University of Tuebingen,GCF_027554905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/554/905/GCA_027554905.1_ASM2755490v1,na,assembly from type material,na,haploid,archaea,1751429,1751429,49.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/09/2020,1844,1769,48,na,60,76.61,0.07699,0.07717,0.03218,0.00814,0.06838,0.08204,0.09438,0.07408,0.03287,0.05953,0.01193,0.0187,0.07989,0.01849,0.04542,0.02981,0.03633,0.04283,0.0612,0.04964,0,0,0,0,0,0,0
GCA_000008645.1,PRJNA289,SAMN02603244,na,na,187420,145262,Methanothermobacter thermautotrophicus str. Delta H,strain=Delta H,na,latest,Complete Genome,Major,Full,22/12/1999,ASM864v1,Genome Therapeutics Corporation,GCF_000008645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/645/GCA_000008645.1_ASM864v1,na,assembly from type material,na,haploid,archaea,1751377,1751377,49.5,1,1,1,Genome Therapeutics Corporation,Annotation submitted by Genome Therapeutics Corporation,01/30/14,1916,1869,47,9371463,60,75.36,0.07708,0.07667,0.03225,0.00841,0.06792,0.08142,0.09421,0.07331,0.03312,0.05911,0.01208,0.019,0.07973,0.01875,0.04564,0.03072,0.0365,0.04303,0.06142,0.04962,0,0,0,0,0,0,0
GCA_900095815.1,PRJEB15255,SAMEA4408318,na,na,145261,145261,Methanothermobacter wolfeii,na,SIV6,latest,Complete Genome,Major,Full,16/12/2016,SIV6,CEBITEC,GCF_900095815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/815/GCA_900095815.1_SIV6,contaminated,na,na,haploid,archaea,1686891,1686891,48.5,1,1,1,CEBITEC,Annotation submitted by CEBITEC,12/16/16,1836,1792,44,na,60,74.56,0.07828,0.07598,0.0317,0.00784,0.06702,0.08257,0.09371,0.0732,0.03252,0.05936,0.012,0.01841,0.07982,0.0185,0.04881,0.03074,0.03696,0.04289,0.06045,0.04924,0,0,0,0,0,0,0
GCA_025397995.1,PRJNA622823,SAMN30825859,na,representative genome,145261,145261,Methanothermobacter wolfeii,strain=DSM 2970,na,latest,Complete Genome,Major,Full,24/09/2022,ASM2539799v1,NEB,GCF_025397995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/995/GCA_025397995.1_ASM2539799v1,na,assembly from type material,na,haploid,archaea,1706705,1706705,48.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/16/22,1888,1817,49,na,60,74.45,0.07851,0.07551,0.03194,0.00792,0.06637,0.08321,0.09352,0.07296,0.03272,0.0594,0.01199,0.01843,0.07947,0.01851,0.05,0.03056,0.03691,0.04273,0.06018,0.04914,0,0,0,0,0,0,0
GCA_019669925.1,PRJDB8301,SAMD00171894,na,representative genome,39441,39441,Methanobrevibacter arboriphilus,strain=SA,na,latest,Complete Genome,Major,Full,02/06/2021,ASM1966992v1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",GCF_019669925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/925/GCA_019669925.1_ASM1966992v1,na,na,na,haploid,archaea,2393271,2393271,25.5,1,1,1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University","Annotation submitted by Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",06/02/2021,2100,2063,37,na,37,32.2,0.10403,0.06058,0.03824,0.00679,0.02863,0.06905,0.08457,0.05233,0.07993,0.06014,0.01039,0.02017,0.06512,0.01427,0.08744,0.0221,0.04406,0.03045,0.07042,0.05129,0,0,0,0,0,0,0
GCA_001477655.1,PRJNA49589,SAMN03438115,na,na,230361,230361,Methanobrevibacter millerae,strain=SM9,na,latest,Complete Genome,Major,Full,22/12/2015,ASM147765v1,PGgRc,GCF_001477655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/477/655/GCA_001477655.1_ASM147765v1,na,na,na,haploid,archaea,2543538,2543538,31.5,1,1,1,PGgRc,Annotation submitted by PGgRc,12/22/15,2370,2269,47,na,37,34.65,0.09434,0.06683,0.04256,0.00679,0.03027,0.06916,0.08455,0.05819,0.07068,0.06703,0.01206,0.02293,0.06474,0.01562,0.07426,0.02264,0.04523,0.03045,0.06615,0.05552,0,0,0,0,0,0,0
GCA_001563245.1,PRJNA49591,SAMN04335716,na,representative genome,294671,294671,Methanobrevibacter olleyae,strain=YLM1,na,latest,Complete Genome,Major,Full,18/02/2016,ASM156324v1,PGgRc,GCF_001563245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/245/GCA_001563245.1_ASM156324v1,na,na,na,haploid,archaea,2201192,2201192,26.5,1,1,1,PGgRc,Annotation submitted by PGgRc,05/04/2016,1876,1834,40,27056228,37,40.84,0.09635,0.06075,0.03872,0.00656,0.03247,0.07626,0.09001,0.06006,0.06528,0.06472,0.01202,0.02092,0.06447,0.01506,0.0828,0.02235,0.0429,0.03059,0.06834,0.04935,0,0,0,0,0,0,0
GCA_000024185.1,PRJNA34681,SAMN02603710,na,representative genome,634498,83816,Methanobrevibacter ruminantium M1,strain=M1,na,latest,Complete Genome,Major,Full,05/02/2010,ASM2418v1,Pastoral Greenhouse Gas Research Consortium,GCF_000024185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/185/GCA_000024185.1_ASM2418v1,na,assembly from type material,na,haploid,archaea,2937203,2937203,32.5,1,1,1,Pastoral Greenhouse Gas Research Consortium,Annotation submitted by Pastoral Greenhouse Gas Research Consortium,06/25/15,2283,2217,61,20126622,37,36.45,0.09081,0.06316,0.04148,0.00671,0.03185,0.07591,0.08652,0.06031,0.06727,0.06992,0.01173,0.02126,0.06596,0.01458,0.07339,0.02198,0.04423,0.02978,0.07075,0.0524,0,0,0,0,0,0,0
GCA_002813085.1,PRJNA350240,SAMN05935551,na,na,2173,2173,Methanobrevibacter smithii,strain=KB11,na,latest,Complete Genome,Major,Full,06/12/2017,ASM281308v1,KRIBB,GCF_002813085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/085/GCA_002813085.1_ASM281308v1,na,na,na,haploid,archaea,1805545,1805545,31,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/25/16,1768,1684,43,na,37,36.57,0.09341,0.068,0.03942,0.00646,0.03047,0.07183,0.08696,0.06094,0.06475,0.06592,0.01311,0.02303,0.0658,0.01598,0.07994,0.02326,0.04281,0.03245,0.06392,0.05155,0,0,0,0,0,0,0
GCA_022846155.1,PRJDB11902,SAMD00389909,na,na,2173,2173,Methanobrevibacter smithii,strain=CE91-St67,na,latest,Complete Genome,Major,Full,04/02/2022,ASM2284615v1,"Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN",GCF_022846155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/846/155/GCA_022846155.1_ASM2284615v1,na,na,na,haploid,archaea,1791153,1791153,31,1,1,1,"Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN","Annotation submitted by Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN",02/03/2022,1756,1719,37,na,37,34.92,0.09374,0.06912,0.04001,0.00643,0.02959,0.06963,0.08626,0.06087,0.06738,0.06543,0.01289,0.0226,0.06691,0.01555,0.07836,0.02282,0.04246,0.03197,0.06483,0.05315,0,0,0,0,0,0,0
GCA_022846175.1,PRJDB11902,SAMD00389910,na,na,2173,2173,Methanobrevibacter smithii,strain=CE91-St68,na,latest,Complete Genome,Major,Full,04/02/2022,ASM2284617v1,"Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN",GCF_022846175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/846/175/GCA_022846175.1_ASM2284617v1,na,na,na,haploid,archaea,1791155,1791155,31,1,1,1,"Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN","Annotation submitted by Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN",02/03/2022,1753,1716,37,na,37,34.86,0.09375,0.06907,0.04002,0.00643,0.0296,0.06964,0.08621,0.06084,0.0674,0.06545,0.0129,0.0226,0.06692,0.01557,0.07839,0.02281,0.04247,0.03195,0.06483,0.05315,0,0,0,0,0,0,0
GCA_000016525.1,PRJNA18653,SAMN02604313,na,representative genome,420247,2173,Methanobrevibacter smithii ATCC 35061,strain=ATCC 35061; PS; DSMZ 861,na,latest,Complete Genome,Major,Full,04/06/2007,ASM1652v1,Washington University Center for Genome Sciences,GCF_000016525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/525/GCA_000016525.1_ASM1652v1,na,assembly from type material,na,haploid,archaea,1853160,1853160,31,1,1,1,Washington University Center for Genome Sciences,Annotation submitted by Washington University Center for Genome Sciences,01/31/14,1837,1795,42,17563350,37,34.06,0.0935,0.06806,0.03992,0.00655,0.02977,0.07015,0.08591,0.06019,0.06758,0.06492,0.01298,0.02336,0.0661,0.01579,0.07993,0.02275,0.04278,0.03192,0.06467,0.05316,0,0,0,0,0,0,0
GCA_000739065.1,PRJNA242490,SAMN02951366,na,representative genome,1301915,1301915,Methanocaldococcus bathoardescens,strain=JH146,na,latest,Complete Genome,Major,Full,12/08/2014,ASM73906v1,Kyung Hee University,GCF_000739065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/065/GCA_000739065.1_ASM73906v1,na,assembly from type material,na,haploid,archaea,1607556,1607556,30.5,1,1,1,Kyung Hee University,Annotation submitted by Kyung Hee University,11/20/19,1685,1635,41,25634941;26094864,80,80.13,0.10533,0.06858,0.04247,0.007,0.0381,0.08752,0.09404,0.05541,0.05251,0.05524,0.01321,0.01439,0.06388,0.01463,0.10385,0.02186,0.04245,0.03413,0.04503,0.04037,0,0,0,0,0,0,0
GCA_000023985.1,PRJNA32615,SAMN02598490,na,representative genome,573064,83171,Methanocaldococcus fervens AG86,strain=AG86,na,latest,Complete Genome,Major,Full,28/08/2009,ASM2398v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000023985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/985/GCA_000023985.1_ASM2398v1,na,assembly from type material,na,haploid,archaea,1507251,1507251,32,2,2,2,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/24/16,1665,1581,45,na,85,78.91,0.10124,0.07183,0.04171,0.00678,0.0385,0.08777,0.09391,0.05772,0.051,0.05585,0.0131,0.01437,0.06521,0.01448,0.10318,0.02263,0.04135,0.03444,0.04418,0.04074,0,0,0,2.00E-05,0,0,0
GCA_000092305.1,PRJNA32611,SAMN00017484,na,representative genome,573063,67760,Methanocaldococcus infernus ME,strain=ME,na,latest,Complete Genome,Major,Full,30/04/2010,ASM9230v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000092305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/305/GCA_000092305.1_ASM9230v1,na,assembly from type material,na,haploid,archaea,1328194,1328194,33.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),12/11/2013,1513,1441,46,na,85,94.77,0.10144,0.06976,0.04314,0.00643,0.04282,0.09241,0.10266,0.05368,0.04683,0.05016,0.01294,0.01242,0.06402,0.01413,0.10492,0.01989,0.04192,0.03443,0.04816,0.03782,0,0,0,2.00E-05,0,0,0
GCA_000091665.1,PRJNA102,SAMN02603984,na,representative genome,243232,2190,Methanocaldococcus jannaschii DSM 2661,strain=DSM 2661,na,latest,Complete Genome,Major,Full,22/12/1999,ASM9166v1,TIGR,GCF_000091665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/665/GCA_000091665.1_ASM9166v1,na,assembly from type material,na,haploid,archaea,1739927,1739927,31,3,3,3,TIGR,Annotation submitted by TIGR,05/12/2016,1821,1770,43,8688087,80,80.74,0.10514,0.06799,0.0438,0.00732,0.03839,0.08657,0.09448,0.05446,0.053,0.05518,0.01282,0.01451,0.0632,0.0143,0.10405,0.02309,0.04259,0.03353,0.04511,0.04045,0,0,0,0,2.00E-05,0,0
GCA_000024625.1,PRJNA33047,SAMN02598493,na,representative genome,579137,73913,Methanocaldococcus vulcanius M7,strain=M7,na,latest,Complete Genome,Major,Full,15/10/2009,ASM2462v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000024625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/625/GCA_000024625.1_ASM2462v1,na,assembly from type material,na,haploid,archaea,1761737,1761737,31.5,3,3,3,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/24/16,1808,1742,43,na,80,75.97,0.10419,0.0686,0.04224,0.00717,0.03809,0.08404,0.09427,0.05306,0.05376,0.05495,0.01325,0.01511,0.06408,0.01496,0.10374,0.02216,0.04166,0.03426,0.04782,0.04257,0,0,0,2.00E-05,0,0,0
