assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT
GCA_000017425.1,PRJNA13624,SAMN02598310,,na,315749,580165,Bacillus cytotoxicus NVH 391-98,strain=NVH 391-98,,latest,Complete Genome,Major,Full,17/07/2007,ASM1742v1,,GCF_000017425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/425/GCA_000017425.1_ASM1742v1,,assembly from type material,na,,,,,,,,,,,,,,,,35,49.44
GCA_002250925.2,PRJNA394959,SAMN07367961,,na,580165,580165,Bacillus cytotoxicus,strain=CH_23,,latest,Complete Genome,Major,Full,18/05/2018,ASM225092v2,,GCF_002250925.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/925/GCA_002250925.2_ASM225092v2,,,na,,,,,,,,,,,,,,,,35,49.63
GCA_002250945.2,PRJNA394959,SAMN07367959,,representative genome,580165,580165,Bacillus cytotoxicus,strain=CH_13,,latest,Complete Genome,Major,Full,18/05/2018,ASM225094v2,,GCF_002250945.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/945/GCA_002250945.2_ASM225094v2,,,na,,,,,,,,,,,,,,,,35,49.59
GCA_002250965.2,PRJNA394959,SAMN07367958,,na,580165,580165,Bacillus cytotoxicus,strain=CH_4,,latest,Complete Genome,Major,Full,18/05/2018,ASM225096v2,,GCF_002250965.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/965/GCA_002250965.2_ASM225096v2,,,na,,,,,,,,,,,,,,,,35,49.91
GCA_002251005.2,PRJNA394959,SAMN07367964,,na,580165,580165,Bacillus cytotoxicus,strain=CH_39,,latest,Complete Genome,Major,Full,18/05/2018,ASM225100v2,,GCF_002251005.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/005/GCA_002251005.2_ASM225100v2,,,na,,,,,,,,,,,,,,,,35,49.75
GCA_002251025.2,PRJNA394959,SAMN07367960,,na,580165,580165,Bacillus cytotoxicus,strain=CH_15,,latest,Complete Genome,Major,Full,18/05/2018,ASM225102v2,,GCF_002251025.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/025/GCA_002251025.2_ASM225102v2,,,na,,,,,,,,,,,,,,,,35,49.91
GCA_002251115.2,PRJNA394959,SAMN07367957,,na,580165,580165,Bacillus cytotoxicus,strain=CH_3,,latest,Complete Genome,Major,Full,18/05/2018,ASM225111v2,,GCF_002251115.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/115/GCA_002251115.2_ASM225111v2,,,na,,,,,,,,,,,,,,,,35,49.73
GCA_017909015.1,PRJNA684687,SAMN17065812,,na,580165,580165,Bacillus cytotoxicus,strain=SM2.8,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790901v1,,GCF_017909015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/015/GCA_017909015.1_ASM1790901v1,,,na,,,,,,,,,,,,,,,,35,48.95
GCA_017909135.1,PRJNA684687,SAMN17065811,,na,580165,580165,Bacillus cytotoxicus,strain=SM1.1,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790913v1,,GCF_017909135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/135/GCA_017909135.1_ASM1790913v1,,,na,,,,,,,,,,,,,,,,35,48.66
GCA_017909235.1,PRJNA684687,SAMN17065810,,na,580165,580165,Bacillus cytotoxicus,strain=PDT2.12,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790923v1,,GCF_017909235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/235/GCA_017909235.1_ASM1790923v1,,,na,,,,,,,,,,,,,,,,35,49.76
GCA_017909295.1,PRJNA684687,SAMN17065809,,na,580165,580165,Bacillus cytotoxicus,strain=E28.3,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790929v1,,GCF_017909295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/295/GCA_017909295.1_ASM1790929v1,,,na,,,,,,,,,,,,,,,,35,49.83
GCA_017909395.1,PRJNA684687,SAMN17065808,,na,580165,580165,Bacillus cytotoxicus,strain=E17.4,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790939v1,,GCF_017909395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/395/GCA_017909395.1_ASM1790939v1,,,na,,,,,,,,,,,,,,,,35,49.59
GCA_017909435.1,PRJNA684687,SAMN17065807,,na,580165,580165,Bacillus cytotoxicus,strain=E8.1,,latest,Complete Genome,Major,Full,12/04/2021,ASM1790943v1,,GCF_017909435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/909/435/GCA_017909435.1_ASM1790943v1,,,na,,,,,,,,,,,,,,,,35,49.56
GCA_012275205.1,PRJNA622823,SAMN14544300,,na,1404,1404,Priestia megaterium,strain=S2,,latest,Complete Genome,Major,Full,13/04/2020,ASM1227520v1,,GCF_012275205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/205/GCA_012275205.1_ASM1227520v1,,,na,,,,,,,,,,,,,,,,30,43.66
GCA_023824195.1,PRJNA770896,SAMN22304418,,na,1404,1404,Priestia megaterium,strain=KF18,,latest,Complete Genome,Major,Full,21/06/2022,ASM2382419v1,,GCF_023824195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/824/195/GCA_023824195.1_ASM2382419v1,,,na,,,,,,,,,,,,,,,,30,42.54
GCA_000025825.1,PRJNA30165,SAMN02603354,,na,545693,1404,Priestia megaterium QM B1551,strain=QM B1551,,latest,Complete Genome,Major,Full,08/04/2010,ASM2582v1,,GCF_000025825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/825/GCA_000025825.1_ASM2582v1,,,na,,,,,,,,,,,,,,,,30,42.24
GCA_000334875.3,PRJNA82241,SAMN02470967,,na,1138452,1404,Priestia megaterium NCT-2,strain=NCT-2,,latest,Complete Genome,Major,Full,20/08/2019,ASM33487v3,,GCF_000334875.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/875/GCA_000334875.3_ASM33487v3,,,na,,,,,,,,,,,,,,,,30,42.02
GCA_007362955.1,PRJNA554861,SAMN12285435,,na,28031,28031,Lysinibacillus fusiformis,strain=1226,,latest,Complete Genome,Major,Full,24/07/2019,ASM736295v1,,GCF_007362955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/362/955/GCA_007362955.1_ASM736295v1,contaminated,,na,,,,,,,,,,,,,,,,30,44.95
GCA_023521015.1,PRJNA398615,SAMN08362832,,na,260554,260554,Bacillus halotolerans,strain=PK3_4,,latest,Complete Genome,Major,Full,23/05/2022,ASM2352101v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/521/015/GCA_023521015.1_ASM2352101v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,30,37.14
GCA_024510645.1,PRJNA861881,SAMN29930872,,na,260554,260554,Bacillus halotolerans,strain=S-5,,latest,Complete Genome,Major,Full,03/08/2022,ASM2451064v1,,GCF_024510645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/510/645/GCA_024510645.1_ASM2451064v1,,,na,,,,,,,,,,,,,,,,30,36.14
GCA_000009785.1,PRJNA13233,SAMD00061072,,representative genome,235909,1462,Geobacillus kaustophilus HTA426,strain=HTA426,,latest,Complete Genome,Major,Full,04/12/2004,ASM978v1,,GCF_000009785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/785/GCA_000009785.1_ASM978v1,,,na,,,,,,,,,,,,,,,,55,59.51
GCA_005160065.1,PRJNA531185,SAMN11351330,,na,1220595,1462,Geobacillus kaustophilus NBRC 102445,strain=NBRC 102445,,latest,Complete Genome,Major,Full,06/05/2019,ASM516006v1,,GCF_005160065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/160/065/GCA_005160065.1_ASM516006v1,,assembly from type material,na,,,,,,,,,,,,,,,,55,59.99
GCA_007833815.1,PRJNA503267,SAMN10361674,,na,1465,1465,Brevibacillus laterosporus,strain=1821L,,latest,Complete Genome,Major,Full,05/08/2019,ASM783381v1,,GCF_007833815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/815/GCA_007833815.1_ASM783381v1,,,na,,,,,,,,,,,,,,,,31,45.52
GCA_000706725.1,PRJNA178137,SAMN03081443,,na,1246626,300825,Alkalihalobacillus lehensis G1,strain=G1,,latest,Complete Genome,Major,Full,13/06/2014,ASM70672v1,,GCF_000706725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/725/GCA_000706725.1_ASM70672v1,,,na,,,,,,,,,,,,,,,,28,45.64
GCA_002074115.1,PRJNA290971,SAMN03938153,,na,1402,1402,Bacillus licheniformis,strain=SCDB 34,,latest,Complete Genome,Major,Full,29/03/2017,ASM207411v1,,GCF_002074115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/074/115/GCA_002074115.1_ASM207411v1,,,na,,,,,,,,,,,,,,,,32,38.78
GCA_002074135.1,PRJNA293178,SAMN03998369,,na,1402,1402,Bacillus licheniformis,strain=SCCB 37,,latest,Complete Genome,Major,Full,29/03/2017,ASM207413v1,,GCF_002074135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/074/135/GCA_002074135.1_ASM207413v1,,,na,,,,,,,,,,,,,,,,32,38.47
GCA_002173675.1,PRJNA386753,SAMN07125935,,na,1402,1402,Bacillus licheniformis,strain=SRCM100141,,latest,Complete Genome,Major,Full,06/06/2017,ASM217367v1,,GCF_002173675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/675/GCA_002173675.1_ASM217367v1,,,na,,,,,,,,,,,,,,,,32,38.55
GCA_002966955.1,PRJNA432623,SAMN08455836,,na,1402,1402,Bacillus licheniformis,strain=14ADL4,,latest,Complete Genome,Major,Full,02/03/2018,ASM296695v1,,GCF_002966955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/955/GCA_002966955.1_ASM296695v1,,,na,,,,,,,,,,,,,,,,32,38.8
GCA_006494795.1,PRJNA548835,SAMN12056526,,na,1402,1402,Bacillus licheniformis,strain=CSL2,,latest,Complete Genome,Major,Full,27/06/2019,ASM649479v1,,GCF_006494795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/494/795/GCA_006494795.1_ASM649479v1,,,na,,,,,,,,,,,,,,,,32,38.99
GCA_009662395.1,PRJNA587401,SAMN13190560,,na,1402,1402,Bacillus licheniformis,strain=P8_B2,,latest,Complete Genome,Major,Full,14/11/2019,ASM966239v1,,GCF_009662395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/662/395/GCA_009662395.1_ASM966239v1,,,na,,,,,,,,,,,,,,,,32,39.11
GCA_017338795.1,PRJNA608985,SAMN14217608,,na,1402,1402,Bacillus licheniformis,strain=CP6,,latest,Complete Genome,Major,Full,12/03/2021,ASM1733879v1,,GCF_017338795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/338/795/GCA_017338795.1_ASM1733879v1,,,na,,,,,,,,,,,,,,,,32,38.59
GCA_022494515.1,PRJNA778052,SAMN22901726,,na,44252,44252,Paenibacillus macerans,strain=I6,,latest,Complete Genome,Major,Full,07/03/2022,ASM2249451v1,,GCF_022494515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/494/515/GCA_022494515.1_ASM2249451v1,,,na,,,,,,,,,,,,,,,,31,45.81
GCA_023278615.1,PRJNA428480,SAMN08291592,,na,1471,1471,Bacillus methanolicus,strain=DFS2,,latest,Complete Genome,Major,Full,09/05/2022,ASM2327861v1,,GCF_023278615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/278/615/GCA_023278615.1_ASM2327861v1,,,na,,,,,,,,,,,,,,,,45,50.36
GCA_000724485.1,PRJNA246479,SAMN02899989,,na,796606,1471,Bacillus methanolicus MGA3,strain=MGA3,,latest,Complete Genome,Major,Full,09/07/2014,ASM72448v1,,GCF_000724485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/485/GCA_000724485.1_ASM72448v1,,,na,,,,,,,,,,,,,,,,45,49.67
GCA_001634675.1,PRJNA319572,SAMN04895861,,na,492670,492670,Bacillus velezensis,strain=SB1216,,latest,Complete Genome,Major,Full,02/05/2016,ASM163467v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/675/GCA_001634675.1_ASM163467v1,missing tRNA genes,,na,,,,,,,,,,,,,,,,30,33.91
GCA_002688525.1,PRJNA413734,SAMN07768195,,na,492670,492670,Bacillus velezensis,strain=L-1,,latest,Complete Genome,Major,Full,24/10/2017,ASM268852v1,,GCF_002688525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/525/GCA_002688525.1_ASM268852v1,,,na,,,,,,,,,,,,,,,,30,33.62
GCA_003721475.1,PRJNA503324,SAMN10358642,,na,492670,492670,Bacillus velezensis,strain=NY12-2,,latest,Complete Genome,Major,Full,12/11/2018,ASM372147v1,,GCF_003721475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/721/475/GCA_003721475.1_ASM372147v1,,,na,,,,,,,,,,,,,,,,30,33.62
GCA_006489235.1,PRJNA548267,SAMN12015793,,na,492670,492670,Bacillus velezensis,strain=UCMB5044,,latest,Complete Genome,Major,Full,26/06/2019,ASM648923v1,,GCF_006489235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/489/235/GCA_006489235.1_ASM648923v1,,,na,,,,,,,,,,,,,,,,30,33.65
GCA_013122275.1,PRJNA631949,SAMN14897144,,na,492670,492670,Bacillus velezensis,strain=EN01,,latest,Complete Genome,Major,Full,19/05/2020,ASM1312227v1,,GCF_013122275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/122/275/GCA_013122275.1_ASM1312227v1,,,na,,,,,,,,,,,,,,,,30,33.47
GCA_013285085.2,PRJNA634914,SAMN15012571,,na,492670,492670,Bacillus velezensis,strain=BP1.2A,,latest,Complete Genome,Major,Full,01/11/2021,ASM1328508v2,,GCF_013285085.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/285/085/GCA_013285085.2_ASM1328508v2,,,na,,,,,,,,,,,,,,,,30,34.38
GCA_013401395.2,PRJNA588786,SAMN13256649,,na,492670,492670,Bacillus velezensis,strain=LABIM22,,latest,Complete Genome,Major,Full,16/09/2020,ASM1340139v2,,GCF_013401395.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/395/GCA_013401395.2_ASM1340139v2,,,na,,,,,,,,,,,,,,,,30,34.3
GCA_014048285.1,PRJNA648162,SAMN15636460,,na,492670,492670,Bacillus velezensis,strain=JSRB 166,,latest,Complete Genome,Major,Full,03/08/2020,ASM1404828v1,,GCF_014048285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/048/285/GCA_014048285.1_ASM1404828v1,,,na,,,,,,,,,,,,,,,,30,34.13
GCA_015992445.1,PRJNA681597,SAMN16961582,,na,492670,492670,Bacillus velezensis,strain=EB14,,latest,Complete Genome,Major,Full,12/12/2020,ASM1599244v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/992/445/GCA_015992445.1_ASM1599244v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,30,34.85
GCA_017347625.1,PRJDB11273,SAMD00282796,,na,492670,492670,Bacillus velezensis,strain=AD-3,,latest,Complete Genome,Major,Full,04/03/2021,ASM1734762v1,,GCF_017347625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/347/625/GCA_017347625.1_ASM1734762v1,,,na,,,,,,,,,,,,,,,,30,33.43
GCA_019449395.1,PRJNA719718,SAMN18614933,,na,492670,492670,Bacillus velezensis,strain=GS-1,,latest,Complete Genome,Major,Full,05/08/2021,ASM1944939v1,,GCF_019449395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/449/395/GCA_019449395.1_ASM1944939v1,,,na,,,,,,,,,,,,,,,,30,33.62
GCA_024734115.1,PRJNA869689,SAMN30313915,,na,492670,492670,Bacillus velezensis,strain=YS-AT-DS1,,latest,Complete Genome,Major,Full,23/08/2022,ASM2473411v1,,GCF_024734115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/734/115/GCA_024734115.1_ASM2473411v1,,,na,,,,,,,,,,,,,,,,30,33.65
GCA_029025045.1,PRJNA937909,SAMN33421462,,na,492670,492670,Bacillus velezensis,strain=XRD006,,latest,Complete Genome,Major,Full,08/03/2023,ASM2902504v1,,GCF_029025045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/025/045/GCA_029025045.1_ASM2902504v1,,,na,,,,,,,,,,,,,,,,30,33.85
GCA_029398215.1,PRJNA795715,SAMN24757725,,na,492670,492670,Bacillus velezensis,strain=B19,,latest,Complete Genome,Major,Full,27/03/2023,ASM2939821v1,,GCF_029398215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/398/215/GCA_029398215.1_ASM2939821v1,,,na,,,,,,,,,,,,,,,,30,34.2
GCA_029536735.1,PRJNA941188,SAMN33591757,,na,492670,492670,Bacillus velezensis,strain=PRO76,,latest,Complete Genome,Major,Full,02/04/2023,ASM2953673v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/536/735/GCA_029536735.1_ASM2953673v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,30,36.23
GCA_000258535.2,PRJNA63845,SAMN02603635,,representative genome,997761,61624,Paenibacillus mucilaginosus K02,strain=K02,,latest,Complete Genome,Major,Full,10/06/2013,ASM25853v2,,GCF_000258535.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/535/GCA_000258535.2_ASM25853v2,,,na,,,,,,,,,,,,,,,,37,48.01
GCA_018739365.1,PRJNA521676,SAMN10879050,,na,1405,1405,Bacillus mycoides,strain=BPN211,,latest,Complete Genome,Major,Full,07/06/2021,ASM1873936v1,,GCF_018739365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/739/365/GCA_018739365.1_ASM1873936v1,,,na,,,,,,,,,,,,,,,,29,47.53
GCA_018739525.1,PRJNA521676,SAMN10879085,,na,1405,1405,Bacillus mycoides,strain=BPN37/2,,latest,Complete Genome,Major,Full,07/06/2021,ASM1873952v1,,GCF_018739525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/739/525/GCA_018739525.1_ASM1873952v1,,,na,,,,,,,,,,,,,,,,29,46.99
GCA_018739545.1,PRJNA521676,SAMN10879064,,na,1405,1405,Bacillus mycoides,strain=BPN43/2,,latest,Complete Genome,Major,Full,07/06/2021,ASM1873954v1,,GCF_018739545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/739/545/GCA_018739545.1_ASM1873954v1,,,na,,,,,,,,,,,,,,,,29,47.35
GCA_018741465.1,PRJNA521676,SAMN10879083,,na,1405,1405,Bacillus mycoides,strain=JAS1004,,latest,Complete Genome,Major,Full,07/06/2021,ASM1874146v1,,GCF_018741465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/741/465/GCA_018741465.1_ASM1874146v1,,,na,,,,,,,,,,,,,,,,29,46.5
GCA_018742185.1,PRJNA687984,SAMN10879068,,na,1405,1405,Bacillus mycoides,strain=JAS06/1,,latest,Complete Genome,Major,Full,07/06/2021,ASM1874218v1,,GCF_018742185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/742/185/GCA_018742185.1_ASM1874218v1,,,na,,,,,,,,,,,,,,,,29,47.59
GCA_018742285.1,PRJNA521676,SAMN10879081,,na,1405,1405,Bacillus mycoides,strain=JAS94/5,,latest,Complete Genome,Major,Full,07/06/2021,ASM1874228v1,,GCF_018742285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/742/285/GCA_018742285.1_ASM1874228v1,,,na,,,,,,,,,,,,,,,,29,47.58
GCA_000772125.1,PRJNA259687,SAMN03010508,,na,1423,1423,Bacillus subtilis,strain=ATCC 13952,,latest,Complete Genome,Major,Full,05/11/2014,ASM77212v1,,GCF_000772125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/125/GCA_000772125.1_ASM77212v1,,,na,,,,,,,,,,,,,,,,32,34.16
GCA_000772205.1,PRJNA259307,SAMN03009557,,na,1423,1423,Bacillus subtilis,strain=Bs-916,,latest,Complete Genome,Major,Full,05/11/2014,ASM77220v1,,GCF_000772205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/205/GCA_000772205.1_ASM77220v1,,,na,,,,,,,,,,,,,,,,32,33.97
GCA_001037985.1,PRJNA285352,SAMN03744308,,na,1423,1423,Bacillus subtilis,strain=TO-A JPC,,latest,Complete Genome,Major,Full,23/06/2015,ASM103798v1,,GCF_001037985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/037/985/GCA_001037985.1_ASM103798v1,,,na,,,,,,,,,,,,,,,,32,36.21
GCA_001808235.1,PRJNA348796,SAMN05915708,,na,1423,1423,Bacillus subtilis,strain=VV2,,latest,Complete Genome,Major,Full,21/10/2016,ASM180823v1,,GCF_001808235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/235/GCA_001808235.1_ASM180823v1,,,na,,,,,,,,,,,,,,,,32,35.76
GCA_002055965.1,PRJNA377766,SAMN06472805,,na,1423,1423,Bacillus subtilis,strain=NCIB 3610,,latest,Complete Genome,Major,Full,21/03/2017,ASM205596v1,,GCF_002055965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/965/GCA_002055965.1_ASM205596v1,,assembly from type material,na,,,,,,,,,,,,,,,,32,36.55
GCA_002202055.1,PRJNA390048,SAMN07212162,,na,1423,1423,Bacillus subtilis,strain=ge28,,latest,Complete Genome,Major,Full,20/06/2017,ASM220205v1,,GCF_002202055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/055/GCA_002202055.1_ASM220205v1,,,na,,,,,,,,,,,,,,,,32,36.33
GCA_002982175.1,PRJNA378318,SAMN06544785,,na,1423,1423,Bacillus subtilis,strain=ATCC 21228,,latest,Complete Genome,Major,Full,08/03/2018,ASM298217v1,,GCF_002982175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/982/175/GCA_002982175.1_ASM298217v1,,,na,,,,,,,,,,,,,,,,32,36.94
GCA_003612735.1,PRJNA490339,SAMN10033204,,na,1423,1423,Bacillus subtilis,strain=MZK05,,latest,Complete Genome,Major,Full,04/10/2018,ASM361273v1,,GCF_003612735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/612/735/GCA_003612735.1_ASM361273v1,missing ribosomal protein genes,,na,,,,,,,,,,,,,,,,32,36.41
GCA_004101405.1,PRJNA515110,SAMN10742280,,na,1423,1423,Bacillus subtilis,strain=SRCM103923,,latest,Complete Genome,Major,Full,22/01/2019,ASM410140v1,,GCF_004101405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/101/405/GCA_004101405.1_ASM410140v1,,,na,,,,,,,,,,,,,,,,32,36.28
GCA_004119835.1,PRJNA516722,SAMN10796308,,na,1423,1423,Bacillus subtilis,strain=SRCM103622,,latest,Complete Genome,Major,Full,30/01/2019,ASM411983v1,,GCF_004119835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/119/835/GCA_004119835.1_ASM411983v1,,,na,,,,,,,,,,,,,,,,32,36.28
GCA_006364495.1,PRJNA231221,SAMN10346770,,na,1423,1423,Bacillus subtilis,strain=FDAARGOS_606,,latest,Complete Genome,Major,Full,19/06/2019,ASM636449v1,,GCF_006364495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/364/495/GCA_006364495.1_ASM636449v1,,,na,,,,,,,,,,,,,,,,32,36.07
GCA_009662195.1,PRJNA587401,SAMN13190550,,na,1423,1423,Bacillus subtilis,strain=MB8_B10,,latest,Complete Genome,Major,Full,14/11/2019,ASM966219v1,,GCF_009662195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/662/195/GCA_009662195.1_ASM966219v1,,,na,,,,,,,,,,,,,,,,32,36.38
GCA_009662335.1,PRJNA587401,SAMN13190558,,na,1423,1423,Bacillus subtilis,strain=P5_B2,,latest,Complete Genome,Major,Full,14/11/2019,ASM966233v1,,GCF_009662335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/662/335/GCA_009662335.1_ASM966233v1,,,na,,,,,,,,,,,,,,,,32,36.19
GCA_009662415.1,PRJNA587401,SAMN13190561,,na,1423,1423,Bacillus subtilis,strain=P8_B3,,latest,Complete Genome,Major,Full,14/11/2019,ASM966241v1,,GCF_009662415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/662/415/GCA_009662415.1_ASM966241v1,,,na,,,,,,,,,,,,,,,,32,36.55
GCA_009913575.1,PRJNA438180,SAMN08707594,,na,1423,1423,Bacillus subtilis,strain=SRCM102751,,latest,Complete Genome,Major,Full,22/01/2020,ASM991357v1,,GCF_009913575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/575/GCA_009913575.1_ASM991357v1,,,na,,,,,,,,,,,,,,,,32,36.55
GCA_014171535.1,PRJNA605861,SAMN14081047,,na,1423,1423,Bacillus subtilis,strain=So1b,,latest,Complete Genome,Major,Full,12/08/2020,ASM1417153v1,,GCF_014171535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/171/535/GCA_014171535.1_ASM1417153v1,,,na,,,,,,,,,,,,,,,,32,35.96
GCA_017753785.1,PRJNA718352,SAMN18529738,,na,1423,1423,Bacillus subtilis,strain=YB-04,,latest,Complete Genome,Major,Full,05/04/2021,ASM1775378v1,,GCF_017753785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/753/785/GCA_017753785.1_ASM1775378v1,,,na,,,,,,,,,,,,,,,,32,36.31
GCA_019599105.1,PRJNA752499,SAMN20599517,,na,1423,1423,Bacillus subtilis,strain=YPS-32,,latest,Complete Genome,Major,Full,15/08/2021,ASM1959910v1,,GCF_019599105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/599/105/GCA_019599105.1_ASM1959910v1,,,na,,,,,,,,,,,,,,,,32,36.3
GCA_022647025.1,PRJNA664669,SAMN16229794,,na,1423,1423,Bacillus subtilis,strain=FX-1,,latest,Complete Genome,Major,Full,21/03/2022,ASM2264702v1,,GCF_022647025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/647/025/GCA_022647025.1_ASM2264702v1,,,na,,,,,,,,,,,,,,,,32,37.46
